MQQBrowser/26-Mozilla/5.0-(Linux;-U;-Android-2.3.7;-zh-cn;-MB200-Build/GRJ22;-CyanogenMod-7)-AppleWebKit/533.1-(KHTML,-like-Gecko)-Version/4.0-Mobile-Safari/533.1	QQ浏览器Android版本
Mozilla/4.0-(compatible;-MSIE-7.0;-Windows-NT-5.1;-Trident/4.0;-SV1;-QQDownload-732;-.NET4.0C;-.NET4.0E;-SE-2.X-MetaSr-1.0)	sogou浏览器
Mozilla/5.0-(Windows-NT-10.0;-WOW64)-AppleWebKit/537.36-(KHTML,-like-Gecko)-Chrome/63.0.3239.26-Safari/537.36-Core/1.63.6776.400-QQBrowser/10.3.2601.400	QQ浏览器10
Mozilla/5.0-(Windows-NT-5.1)-AppleWebKit/535.11-(KHTML,-like-Gecko)-Chrome/17.0.963.84-Safari/535.11-SE-2.X-MetaSr-1.0	sogou浏览器Chrome内核
Mozilla/5.0-(Windows-NT-6.1;-WOW64)-AppleWebKit/536.11-(KHTML,-like-Gecko)-Chrome/20.0.1132.11-TaoBrowser/2.0-Safari/536.11	淘宝浏览器
Mozilla/5.0-(Windows-NT-6.1;-WOW64)-AppleWebKit/537.36-(KHTML,-like-Gecko)-Chrome/30.0.1599.101-Safari/537.36	maxthon浏览器
Mozilla/5.0-(Windows-NT-6.1;-WOW64)-AppleWebKit/537.36-(KHTML,-like-Gecko)-Chrome/39.0.2171.71-Safari/537.36	chrome
Mozilla/5.0-(compatible;-MSIE-9.0;-Windows-NT-6.1;-WOW64;-Trident/5.0;-SLCC2;-.NET-CLR-2.0.50727;-.NET-CLR-3.5.30729;-.NET-CLR-3.0.30729;-Media-Center-PC-6.0;-.NET4.0C;-.NET4.0E;-QQBrowser/7.0.3698.400)	QQ浏览器7
ALL	当前所有
